Incident_Nr,TimeReported,Activity,Disposition,Location
1.9E+11,11/22/19 8:57,Disturbance - Phys/Fight,Ref oth Agncy,921 N IH 35
1.9E+11,11/22/19 10:53,Sexual Assault,Report,1301 Wonder World Dr
1.9E+11,11/22/19 11:15,Accident - Minor,Report,1401 E McCarty Ln
1.9E+11,11/22/19 11:43,Suicidal Person,Report,1701 Mill St
1.9E+11,11/22/19 11:51,911 Abon/Misdial/Open,TDD Challenged,AXL04023 W SECTOR - AT&T MOBILITYOBILITY
1.9E+11,11/22/19 12:23,Theft,Report,2300 S IH 35
1.9E+11,11/22/19 12:23,Runaway,Report,1506 S IH 35
1.9E+11,11/22/19 12:51,Trespassing/Unwanted,Arrest,403 S LBJ Dr
1.9E+11,11/22/19 13:11,911 Abon/Misdial/Open,TDD Challenged,AXL04087 SE SECTOR - AT&T MOBILITYMOBILI
1.9E+11,11/22/19 13:12,Sexual Assault,Report,2300 S IH 35
1.9E+11,11/22/19 13:54,Police Incoming Call,TDD Challenged,201 W McCarty Ln
1.9E+11,11/22/19 14:32,Theft,Citation Issued,1015 Hwy 80
1.9E+11,11/22/19 15:09,Disturbance - Phys/Fight,Report,609 Bracewood Cir
1.9E+11,11/22/19 15:40,Fraud,Report,1190 Thorpe Ln
1.9E+11,11/22/19 15:42,911 Abon/Misdial/Open,TDD Challenged,AXL00903 N SECTOR - AT&T MOBILITYOBILITY
1.9E+11,11/22/19 16:16,911 Abon/Misdial/Open,TDD Challenged,2300 S IH 35
1.9E+11,11/22/19 16:17,Disturbance - Noise,Verbal Warning,650 River Rd
1.9E+11,11/22/19 17:43,Accident - Minor,Blue Form Issue,205 SB
1.9E+11,11/22/19 17:52,Assault,Report,109 Cypress Ct
1.9E+11,11/22/19 17:54,Attempt to Locate,Ref oth Agncy,201 SB
1.9E+11,11/22/19 18:02,Attempt to Locate,Ref oth Agncy,200 SB
1.9E+11,11/22/19 18:03,Theft,Report,3939 S IH 35
1.9E+11,11/22/19 18:17,Accident - Minor,Blue Form Issue,204 NB
1.9E+11,11/22/19 19:17,Vehicle Theft,Report,1506 S IH 35
1.9E+11,11/22/19 20:56,Trespassing/Unwanted,Arrest,300 S Stagecoach Trl
1.9E+11,11/22/19 21:25,Accident - Hit and Run,Blue Form Issue,1011 Wonder World Dr
1.9E+11,11/22/19 22:14,Property - Lost/Found/Imp,Refer To COPR,1250 Wonder World Dr
1.9E+11,11/22/19 22:44,Trespassing/Unwanted,Warning,2213 S IH 35
1.9E+11,11/22/19 22:57,Disturbance - Phys/Fight,Arrest,1350 Wonder World Dr
1.9E+11,11/22/19 23:04,Attempt to Locate,Verbal Warning,Ranch Road 12/Old Ranch Road 12
1.9E+11,11/22/19 23:21,Disturbance - Noise,Verbal Warning,1600blk Hunter Rd
1.9E+11,11/23/19 0:11,Suicidal Person,Report,1807 Airport Dr
1.9E+11,11/23/19 0:34,Disturbance - Noise,Verbal Warning,201 Telluride St
1.9E+11,11/23/19 0:38,Disturbance - Noise,Verbal Warning,1350 N LBJ Dr
1.9E+11,11/23/19 0:40,Assist EMS,Arrest,130 W Holland St
1.9E+11,11/23/19 0:55,Assist EMS,Report,122 Ridgeway Dr
1.9E+11,11/23/19 1:41,Pedestrian Stop,Verbal Warning,W San Antonio St/Guadalupe St
1.9E+11,11/23/19 1:47,Pedestrian Stop,Verbal Warning,W San Antonio St/Guadalupe St
1.9E+11,11/23/19 2:17,Burglary - Building,Arrest,1404 Wonder World Dr
1.9E+11,11/23/19 2:53,Welfare Concern,Arrest,1001 Hwy 123
1.9E+11,11/23/19 3:24,Suspicious Person,Arrest,311 Jackman St
1.9E+11,11/23/19 3:46,Accident - Hit and Run,Report,205 SB
1.9E+11,11/23/19 6:44,Assault,Report,1301 Wonder World Dr
1.9E+11,11/23/19 8:35,911 Abon/Misdial/Open,TDD Challenged,AXL01167 N SECTOR - AT&T MOBILITYOBILITY
1.9E+11,11/23/19 10:30,Viol City Ordinance,Citation Issued,200blk W Hopkins St
1.9E+11,11/23/19 10:54,Burglary - Habitation,Report,408 Mariposa St
1.9E+11,11/23/19 11:07,911 Abon/Misdial/Open,TDD Challenged,201 W McCarty Ln
1.9E+11,11/23/19 11:20,Sexual Assault,Report,333 Alhambra Dr
1.9E+11,11/23/19 11:24,Accident - Minor,Blue Form Issue,641 E Hopkins St
1.9E+11,11/23/19 12:24,Sex Offenses,Report,1124 Mira Loma Ln
1.9E+11,11/23/19 13:50,911 Abon/Misdial/Open,TDD Challenged,4023 SE SECTOR - AT&T MOBILITYMOBILITY
1.9E+11,11/23/19 15:14,Accident - Minor,Report,201 SB
1.9E+11,11/23/19 16:02,Accident - Minor,Blue Form Issue,900 N IH 35
1.9E+11,11/23/19 16:09,Viol City Ordinance,Verbal Warning,801 W MLK Dr
1.9E+11,11/23/19 16:21,Viol City Ordinance,Citation Issued,215 W MLK Dr
1.9E+11,11/23/19 17:00,Viol City Ordinance,Citation Issued,555 Cheatham St
1.9E+11,11/23/19 17:09,Attempt to Locate,Arrest,205 SB
1.9E+11,11/23/19 19:03,Mental Health Invest,Report,1106 N IH 35
1.9E+11,11/23/19 19:04,Harassment,Refer To COPR,1109 Hazelton St
1.9E+11,11/23/19 19:13,Attempt to Locate,Ref oth Agncy,210 SB
1.9E+11,11/23/19 19:28,Accident - Minor,Blue Form Issue,102 N IH 35
1.9E+11,11/23/19 19:32,Disturbance - Noise,Verbal Warning,718 E Hopkins St
1.9E+11,11/23/19 20:53,Wanted Person,Arrest,1506 S IH 35
1.9E+11,11/23/19 21:44,Attempt to Locate,Verbal Warning,199 NB
1.9E+11,11/23/19 21:53,Fraud,Report,350 N Guadalupe St
1.9E+11,11/23/19 22:34,911 Abon/Misdial/Open,TDD Challenged,228 W Sessom Dr
1.9E+11,11/23/19 23:13,Attempt to Locate,Arrest,198 NB
1.9E+11,11/24/19 0:16,Burglary - Vehicle,Multiple Arrest,627 E Hopkins St
1.9E+11,11/24/19 0:23,Burglary - Building,Multiple Arrest,718 E Hopkins St
1.9E+11,11/24/19 0:49,Disturbance - Noise,Verbal Warning,1150 E River Ridge Pkwy
1.9E+11,11/24/19 1:53,Attempt to Locate,Verbal Warning,208 SB
1.9E+11,11/24/19 1:53,Accident - Minor,Blue Form Issue,N Bishop St/W Hopkins St
1.9E+11,11/24/19 3:08,911 Abon/Misdial/Open,TDD Challenged,AXL05198 SE SECTOR - AT&T MOBILITYMOBILI
1.9E+11,11/24/19 3:23,Disturbance - Noise,Verbal Warning,1655 Mill St
1.9E+11,11/24/19 3:28,Welfare Concern,Arrest,W Hopkins St/N Comanche St
1.9E+11,11/24/19 4:11,Assault,Report,1354 Thorpe Ln
1.9E+11,11/24/19 6:30,Attempt to Locate,Arrest,Wonder World Dr/Hunter Rd
1.9E+11,11/24/19 10:19,Police Incoming Call,Ref oth Agncy,118 Dylan Dr
1.9E+11,11/24/19 11:10,Supplement,Refer To COPR,2300 S IH 35
1.9E+11,11/24/19 12:00,Disturbance - Noise,Citation Issued,1230 N LBJ Dr
1.9E+11,11/24/19 14:16,Viol City Ordinance,Ref oth Agncy,316 W Hopkins St
1.9E+11,11/24/19 15:30,Accident - Minor,Report,208 NB
1.9E+11,11/24/19 16:46,Accident - Minor,Report,100blk E Hopkins St
1.9E+11,11/24/19 17:24,Accident - Hit and Run,Blue Form Issue,2300 S IH 35
1.9E+11,11/24/19 17:54,Viol City Ordinance,Citation Issued,1608 S IH 35
1.9E+11,11/24/19 18:28,Theft,Citation Issued,1015 Hwy 80
1.9E+11,11/24/19 19:17,Accident - Major/Injury,Report,W Hutchison St/Moore St
1.9E+11,11/24/19 19:57,Disturbance - Noise,Verbal Warning,201 Telluride St
1.9E+11,11/24/19 20:09,Marijuana,Verbal Warning,1011 Wonder World Dr
1.9E+11,11/24/19 20:25,Burglary - Vehicle,Refer To COPR,1150 E River Ridge Pkwy
1.9E+11,11/24/19 20:47,Assault,Report,100 W Hopkins St
1.9E+11,11/24/19 21:03,Sexual Assault - Child,Detention Juv,1506 S IH 35
1.9E+11,11/24/19 23:53,Suicide,Report,417 N Comanche St
1.9E+11,11/25/19 1:01,Accident - Minor,Blue Form Issue,1900blk River Rd
1.9E+11,11/25/19 1:23,911 Abon/Misdial/Open,TDD Challenged,228 W SESSOM DR - SE
1.9E+11,11/25/19 2:45,Suicidal Person,Report,121 Craddock Ave
1.9E+11,11/25/19 5:56,Accident - Minor,Report,900blk Hwy 80
1.9E+11,11/25/19 5:57,Disturbance - Noise,Warning,659 Blue Oak Blvd
1.9E+11,11/25/19 6:28,Accident - Major/Injury,Report,210 E Access Rd
1.9E+11,11/25/19 6:40,911 Abon/Misdial/Open,TDD Challenged,101 UHLAND RD - SE Sectorctor
1.9E+11,11/25/19 7:34,Suspicious Vehicle,Arrest,E Access Rd/Blanco River
1.9E+11,11/25/19 8:09,Accident - Major/Injury,Ref oth Agncy,Hwy 123/Hays St
1.9E+11,11/25/19 10:22,Disturbance - Verbal,Arrest,Wonder World Dr/W Access Rd
1.9E+11,11/25/19 10:30,Fraud,Arrest,2212 N IH 35
1.9E+11,11/25/19 10:41,Illegal Dumping,Report,1800 Post Rd
1.9E+11,11/25/19 12:26,Fraud,Ref oth Agncy,2300 S IH 35
1.9E+11,11/25/19 15:25,Accident - Major/Injury,Report,W Access Rd/Posey Rd
1.9E+11,11/25/19 15:35,Accident - Major/Injury,Blue Form Issue,W Access Rd/Posey Rd
1.9E+11,11/25/19 15:49,Accident - Major/Injury,Report,W Sessom Dr/N Comanche St
1.9E+11,11/25/19 15:52,Accident - Minor,Blue Form Issue,1636 Aquarena Springs Dr
1.9E+11,11/25/19 15:53,Recovered Stolen Property,Report,1108 N IH 35
1.9E+11,11/25/19 15:54,Viol City Ordinance,Citation Issued,215 W MLK Dr
1.9E+11,11/25/19 16:26,Accident - Major/Injury,Blue Form Issue,Wonder World Dr/Stagecoach Trl
1.9E+11,11/25/19 16:45,911 Abon/Misdial/Open,Ref oth Agncy,702 Tomas Rivera Dr
1.9E+11,11/25/19 17:35,Disturbance - Phys/Fight,Arrest,518 S Guadalupe St
1.9E+11,11/25/19 18:11,Trespassing/Unwanted,Warning,1015 Hwy 80
1.9E+11,11/25/19 19:44,Burglary - Vehicle,Report,705 River Rd
1.9E+11,11/25/19 20:15,Sexual Assault,Report,2300 S IH 35
1.9E+11,11/25/19 20:31,Criminal Mischief,Arrest,1230 N LBJ Dr
1.9E+11,11/25/19 20:31,Disturbance - Phys/Fight,Report,1001 Leah Ave
1.9E+11,11/25/19 20:34,Sexual Assault,Arrest,512 Craddock Ave
1.9E+11,11/25/19 21:00,Disturbance - Noise,Verbal Warning,900blk N LBJ Dr
1.9E+11,11/25/19 23:08,911 Abon/Misdial/Open,TDD Challenged,291 ROLAND RD #17 - SECTOR WECTOR W
1.9E+11,11/25/19 23:17,Assault,Report,422 Field Corn Ln
1.9E+11,11/26/19 0:52,Suicidal Person,Report,1250 Sadler Dr
1.9E+11,11/26/19 2:06,Threat,Arrest,1103 Hwy 80
1.9E+11,11/26/19 6:25,Accident - Unknown,Report,400blk W Hopkins St
1.9E+11,11/26/19 6:35,911 Abon/Misdial/Open,TDD Challenged,101 UHLAND RD - SE Sectorctor
1.9E+11,11/26/19 6:57,911 Abon/Misdial/Open,TDD Challenged,1301 Wonder World Dr
1.9E+11,11/26/19 9:11,Fraud,Report,401 Cheatham St
1.9E+11,11/26/19 9:23,Disturbance - Phys/Fight,Report,208 Uhland Rd
1.9E+11,11/26/19 9:34,Accident - Minor,Blue Form Issue,1201 Hwy 80
1.9E+11,11/26/19 11:20,Criminal Mischief,Refer To COPR,1415 Craddock Ave
1.9E+11,11/26/19 11:41,Theft,Report,1354 Thorpe Ln
1.9E+11,11/26/19 12:57,Attempt to Locate,Ref oth Agncy,198 NB
1.9E+11,11/26/19 13:14,Criminal Mischief,Report,1105 N IH 35
1.9E+11,11/26/19 13:31,Wanted Person,Arrest,1629 Post Rd
1.9E+11,11/26/19 13:34,Suicidal Person,Report,530 W Hopkins St
1.9E+11,11/26/19 14:08,Disturbance - Phys/Fight,Report,118 S LBJ Dr
1.9E+11,11/26/19 15:24,Accident - Minor,Blue Form Issue,Hunter Rd/Wonder World Dr
1.9E+11,11/26/19 15:31,911 Abon/Misdial/Open,TDD Challenged,5065 SE SECTOR - AT&T MOBILITYMOBILITY
1.9E+11,11/26/19 16:07,Accident - Major/Injury,Report,E Hopkins St/N Edward Gary St
1.9E+11,11/26/19 16:46,Trespassing/Unwanted,Warning,1015 Hwy 80
1.9E+11,11/26/19 17:26,Disturbance - Phys/Fight,Report,189 Silver Peak Dr
1.9E+11,11/26/19 19:18,Runaway,Report,1402 N IH 35
1.9E+11,11/26/19 20:22,Disturbance - Noise,Verbal Warning,417 N Comanche St
1.9E+11,11/26/19 20:46,Disturbance - Noise,Verbal Warning,417 N Comanche St
1.9E+11,11/26/19 22:36,Accident - Hit and Run,Blue Form Issue,350 North St
1.9E+11,11/26/19 22:48,Pedestrian Stop,Verbal Warning,100blk W Hopkins St
1.9E+11,11/27/19 0:03,Disturbance - Noise,Verbal Warning,419 Burleson St
1.9E+11,11/27/19 1:14,Alcohol Violation,Verbal Warning,124 N LBJ Dr
1.9E+11,11/27/19 1:19,Pedestrian Stop,Verbal Warning,202 N LBJ Dr
1.9E+11,11/27/19 1:30,Pedestrian Stop,Verbal Warning,202 N LBJ Dr
1.9E+11,11/27/19 1:43,Public Intoxication,Verbal Warning,127 E Hopkins St
1.9E+11,11/27/19 2:16,Disturbance - Noise,Report,1111 Avalon Ave
1.9E+11,11/27/19 2:45,Disturbance - Verbal,Arrest,1515 Aquarena Springs Dr
1.9E+11,11/27/19 2:52,Suspicious Circumstances,Arrest,E Hutchison St/N C M Allen Pkwy
1.9E+11,11/27/19 5:13,Burglary - Vehicle,Refer To COPR,1053 Clovis Barker Rd
1.9E+11,11/27/19 5:42,Accident - Minor,Blue Form Issue,209 N IH 35
1.9E+11,11/27/19 7:49,Wanted Person,Arrest,S Guadalupe St/Knox St
1.9E+11,11/27/19 9:09,911 Abon/Misdial/Open,TDD Challenged,137353 SW SECTOR - VERIZON WIRELESSON WI
1.9E+11,11/27/19 10:22,Theft,Report,2300 S IH 35
1.9E+11,11/27/19 10:28,Disturbance - Verbal,Citation Issued,900 Bugg Ln
1.9E+11,11/27/19 11:05,Criminal Mischief,Report,301 Telluride St
1.9E+11,11/27/19 11:06,Welfare Concern,Ref oth Agncy,210 NB
1.9E+11,11/27/19 11:12,911 Abon/Misdial/Open,TDD Challenged,5065 SE SECTOR - AT&T MOBILITYMOBILITY
1.9E+11,11/27/19 11:37,Information,Report,2041 S IH 35
1.9E+11,11/27/19 12:09,Harass/Stalk/Thrt General,Blue Form Issue,2300 S IH 35
1.9E+11,11/27/19 12:13,911 Abon/Misdial/Open,TDD Challenged,137631 NE SECTOR - VERIZON WIRELESSON WI
1.9E+11,11/27/19 12:32,Accident - Minor,Report,1000blk Hwy 80
1.9E+11,11/27/19 12:56,Accident - Minor,Report,204 NB
1.9E+11,11/27/19 13:02,Accident - Minor,Blue Form Issue,202 NB
1.9E+11,11/27/19 13:33,Accident - Minor,Blue Form Issue,Jackson Ln/Thorpe Ln
1.9E+11,11/27/19 13:45,Accident - Fleet,Report,Patton St/Hines St
1.9E+11,11/27/19 14:16,Sexual Assault,Report,1301 Wonder World Dr
1.9E+11,11/27/19 14:18,Accident - Minor,Report,207 SB
1.9E+11,11/27/19 14:40,Burglary - Vehicle,Report,555 Cheatham St
1.9E+11,11/27/19 14:44,Accident - Minor,Report,W Access Rd/Reyes St
1.9E+11,11/27/19 15:08,Accident - Minor,Blue Form Issue,1204 S IH 35
1.9E+11,11/27/19 15:50,Fraud,Report,2600 Hunter Rd
1.9E+11,11/27/19 16:45,Suspicious Person,Arrest,210 Springtown Way
1.9E+11,11/27/19 18:28,Accident - Minor,Blue Form Issue,2227 S IH 35
1.9E+11,11/27/19 18:29,Accident - Minor,Blue Form Issue,202 NB
1.9E+11,11/27/19 19:35,911 Abon/Misdial/Open,TDD Challenged,AXL05065 SE SECTOR - AT&T MOBILITYMOBILI
1.9E+11,11/27/19 20:30,Accident - Unknown,Blue Form Issue,199 SB
1.9E+11,11/27/19 21:02,Disturbance - Verbal,Arrest,120 Coers Cir
1.9E+11,11/27/19 22:00,911 Abon/Misdial/Open,TDD Challenged,AXL02167 SE SECTOR - AT&T MOBILITYMOBILI
1.9E+11,11/28/19 1:08,Disturbance - Verbal,Report,1631 Aquarena Springs Dr
1.9E+11,11/28/19 2:06,911 Abon/Misdial/Open,TDD Challenged,101 UHLAND - E
1.9E+11,11/28/19 3:27,Discharged Firearm,Report,1000 Technology Way
1.9E+11,11/28/19 3:46,Disturbance - Verbal,Warning,109 West Ave
1.9E+11,11/28/19 4:41,Accident - Hit and Run,Blue Form Issue,E Access Rd/Hwy 80
1.9E+11,11/28/19 9:45,Disturbance - Phys/Fight,Report,2913 Hunter Rd
1.9E+11,11/28/19 11:03,911 Abon/Misdial/Open,TDD Challenged,1300 RIVER RD - SECTOR SWSW
1.9E+11,11/28/19 11:15,Disturbance - Noise,Verbal Warning,817 Bracewood Cir
1.9E+11,11/28/19 14:03,911 Abon/Misdial/Open,TDD Challenged,228 SESSOM - SE
1.9E+11,11/28/19 14:27,Disturbance - Noise,Verbal Warning,1321 Marlton St
1.9E+11,11/28/19 15:33,911 Abon/Misdial/Open,Ref oth Agncy,2606 James St
1.9E+11,11/28/19 16:38,Burglary - Vehicle,Report,700 N LBJ Dr
1.9E+11,11/28/19 18:23,Accident - Minor,Blue Form Issue,201 W Access Rd
1.9E+11,11/28/19 18:29,Accident - Major/Injury,Blue Form Issue,205 SB
1.9E+11,11/28/19 18:50,Disturbance - Noise,Verbal Warning,518 Linda Dr
1.9E+11,11/28/19 19:54,Indecency w Child,Report,1200 Hwy 80
1.9E+11,11/28/19 21:25,Accident - Major/Injury,Report,209 NB
1.9E+11,11/28/19 23:20,Accident - Minor,Blue Form Issue,1303 S IH 35
1.9E+11,11/29/19 2:05,Burglary - Vehicle,Refer To COPR,3939 S IH 35
1.9E+11,11/29/19 2:10,Welfare Concern,Multiple Arrest,141 E Hopkins St
1.9E+11,11/29/19 3:06,Disturbance - Verbal,Arrest,1304 Conway Dr
1.9E+11,11/29/19 3:52,Theft,Report,345 Champions Blvd
1.9E+11,11/29/19 4:11,Burglary - Vehicle,Refer To COPR,3939 S IH 35
1.9E+11,11/29/19 5:25,Burglary - Vehicle,Refer To COPR,3939 S IH 35
1.9E+11,11/29/19 6:55,Accident - Major/Injury,Report,451 Barnes Dr
1.9E+11,11/29/19 8:43,Animal Call,Ref oth Agncy,413 Moore St
1.9E+11,11/29/19 10:50,911 Abon/Misdial/Open,TDD Challenged,137132 N SECTOR - VERIZON WIRELESSN WIRE
1.9E+11,11/29/19 11:17,Accident - Minor,Report,4002 S IH 35
1.9E+11,11/29/19 12:13,911 Abon/Misdial/Open,TDD Challenged,2911 HUNTER RD - SECTOR SWR SW
1.9E+11,11/29/19 12:22,Property - Lost/Found/Imp,Report,315 Reynolds St
1.9E+11,11/29/19 12:39,Disturbance - Verbal,Arrest,650 River Rd
1.9E+11,11/29/19 12:55,Accident - Minor,Blue Form Issue,200 NB
1.9E+11,11/29/19 13:13,Accident - Hit and Run,Blue Form Issue,2209 River Rd
1.9E+11,11/29/19 13:22,Accident - Hit and Run,Blue Form Issue,Wonder World Dr/E Access Rd
1.9E+11,11/29/19 14:25,Police Incoming Call,Refer To COPR,1703 N IH 35
1.9E+11,11/29/19 14:28,Accident - Minor,Blue Form Issue,3939 S IH 35
1.9E+11,11/29/19 15:00,Counterfeiting,Arrest,3939 S IH 35
1.9E+11,11/29/19 15:47,911 Abon/Misdial/Open,TDD Challenged,AXL05091 NW SECTOR - AT&T MOBILITYMOBILI
1.9E+11,11/29/19 16:05,911 Abon/Misdial/Open,TDD Challenged,211 W GROVE ST - SECTOR NN
1.9E+11,11/29/19 16:12,Accident - Minor,Blue Form Issue,3939 S IH 35
1.9E+11,11/29/19 16:16,Burglary - Vehicle,Report,3939 S IH 35
1.9E+11,11/29/19 16:40,Accident - Minor,Report,4007 S IH 35
1.9E+11,11/29/19 16:54,Trespassing/Unwanted,Warning,1015 Hwy 80
1.9E+11,11/29/19 17:37,911 Abon/Misdial/Open,TDD Challenged,
1.9E+11,11/29/19 17:45,Accident - Unknown,Blue Form Issue,201 NB
1.9E+11,11/29/19 18:39,Attempt to Locate,Verbal Warning,EXIT 204A SB
1.9E+11,11/29/19 19:22,Disturbance - Phys/Fight,Arrest,1202 S IH 35
1.9E+11,11/29/19 19:31,Theft,Warning,4015 S IH 35
1.9E+11,11/29/19 20:01,Suicidal Person,Report,807 Alto St
1.9E+11,11/29/19 20:33,Counterfeiting,Report,1502 S IH 35
1.9E+11,11/29/19 20:34,Accident - Minor,Report,1550 N IH 35
1.9E+11,11/29/19 20:41,Theft,Report,3939 S IH 35
1.9E+11,11/29/19 21:02,911 Abon/Misdial/Open,TDD Challenged,AXL04114 NE SECTOR - AT&T MOBILITYMOBILI
1.9E+11,11/29/19 21:43,911 Abon/Misdial/Open,TDD Challenged,AXL04114 NE SECTOR - AT&T MOBILITYMOBILI
1.9E+11,11/29/19 21:50,Theft,Refer To COPR,3939 S IH 35
1.9E+11,11/29/19 21:53,Assault,Report,1103 Conway Dr
1.9E+11,11/29/19 21:56,911 Abon/Misdial/Open,TDD Challenged,AXL04114 NE SECTOR - AT&T MOBILITYMOBILI
1.9E+11,11/29/19 22:25,Disturbance - Verbal,Verbal Warning,120 E San Antonio St
1.9E+11,11/29/19 22:33,911 Abon/Misdial/Open,Ref oth Agncy,AXL05065 SE SECTOR - AT&T MOBILITYMOBILI
1.9E+11,11/29/19 22:33,Assist EMS,Report,1606 N IH 35
1.9E+11,11/29/19 22:59,911 Abon/Misdial/Open,TDD Challenged,AXL00114 E SECTOR - AT&T MOBILITYOBILITY
1.9E+11,11/29/19 23:14,911 Abon/Misdial/Open,TDD Challenged,AXL00114 E SECTOR - AT&T MOBILITYOBILITY
1.9E+11,11/29/19 23:51,911 Abon/Misdial/Open,TDD Challenged,1300 RIVER RD - SECTOR NN
1.9E+11,11/29/19 23:57,Disturbance - Noise,Verbal Warning,212 Emerald Garden Rd
1.9E+11,11/30/19 0:36,Disturbance - Noise,Verbal Warning,1610 N IH 35
1.9E+11,11/30/19 0:57,Disturbance - Phys/Fight,Arrest,336 W Hopkins St
1.9E+11,11/30/19 1:37,Assault,Report,300 Mill St
1.9E+11,11/30/19 2:15,Theft,Citation Issued,100blk N Guadalupe St
1.9E+11,11/30/19 2:59,Narcotics/Information,Verbal Warning,219 Valero Dr
1.9E+11,11/30/19 4:05,Theft,Arrest,1015 Hwy 80
1.9E+11,11/30/19 8:39,Disturbance - Noise,Verbal Warning,1300blk Madrid Trce
1.9E+11,11/30/19 8:52,Discharged Firearm,Report,1560 S IH 35
1.9E+11,11/30/19 9:17,911 Abon/Misdial/Open,TDD Challenged,1305 RIVER - NW
1.9E+11,11/30/19 9:33,Disturbance - Phys/Fight,Arrest,1506 S IH 35
1.9E+11,11/30/19 9:52,Recovered Stolen Vehicle,Report,Yarrington Rd/Post Rd
1.9E+11,11/30/19 9:58,Police Incoming Call,Refer To COPR,233 Pincea Pl
1.9E+11,11/30/19 11:00,Assault,Report,650 River Rd
1.9E+11,11/30/19 12:07,Accident - Major/Injury,Report,Centerpoint Rd/E Access Rd
1.9E+11,11/30/19 12:18,Theft,Report,503 Springtown Way
1.9E+11,11/30/19 14:02,Theft,Multiple Arrest,1015 Hwy 80
1.9E+11,11/30/19 14:16,Disturbance - Phys/Fight,Multiple Arrest,105 Smith Ln
1.9E+11,11/30/19 17:14,Accident - Unknown,Report,Knox St/S Guadalupe St
1.9E+11,11/30/19 17:34,Criminal Mischief,Report,Seth St/Conway Dr
1.9E+11,11/30/19 17:34,Assault,Arrest,2250 Clovis Barker Rd
1.9E+11,11/30/19 19:05,Accident - Minor,Blue Form Issue,201 NB
1.9E+11,11/30/19 19:43,Mental Health Invest,Report,1301 Wonder World Dr
1.9E+11,11/30/19 19:51,Assist EMS,Report,352 North Fork Rd
1.9E+11,11/30/19 20:22,Accident - Minor,Report,5600blk S Ih 35
1.9E+11,11/30/19 20:28,Vehicle Theft,Report,120 E San Antonio St
1.9E+11,11/30/19 21:07,Disturbance - Phys/Fight,Arrest,126 Scott St
1.9E+11,11/30/19 21:25,Accident - Minor,Blue Form Issue,209 N IH 35
1.9E+11,11/30/19 22:47,Accident - Hit and Run,Blue Form Issue,1050 McKinley Place Dr
1.9E+11,11/30/19 22:59,Disturbance - Verbal,Multiple Arrest,930 N IH 35
1.9E+11,11/30/19 23:48,Assault,Report,1301 Wonder World Dr
1.9E+11,12/1/19 0:44,Suicidal Person,Report,214 Hay Barn St
1.9E+11,12/1/19 1:41,Disturbance - Verbal,Verbal Warning,120 E San Antonio St
1.9E+11,12/1/19 2:16,Disturbance - Verbal,Arrest,N LBJ Dr/E San Antonio St
1.9E+11,12/1/19 2:41,Disturbance - Verbal,Verbal Warning,Lindsey St/N Comanche St
1.9E+11,12/1/19 3:33,Suspicious Circumstances,Verbal Warning,141 Coers Dr
1.9E+11,12/1/19 3:43,Vehicle Theft,Report,650 River Rd
1.9E+11,12/1/19 5:31,Disturbance - Verbal,Arrest,811 Hazelton St
1.9E+11,12/1/19 7:08,Burglary - Vehicle,Report,1101 E River Ridge Pkwy
1.9E+11,12/1/19 9:34,Runaway,Report,872 Sagewood Trl
1.9E+11,12/1/19 10:18,Burglary - Vehicle,Report,109 West Ave
1.9E+11,12/1/19 10:59,Burglary - Vehicle,Report,520 Linda Dr
1.9E+11,12/1/19 11:02,Suicidal Person,Report,118 N Bishop St
1.9E+11,12/1/19 11:20,Sexual Assault - Child,Report,312 Encino St
1.9E+11,12/1/19 12:29,Assault - Aggravated,Report,1015 Hwy 80
1.9E+11,12/1/19 13:09,Theft,Report,1655 Mill St
1.9E+11,12/1/19 14:07,Property - Lost/Found/Imp,Report,343 N LBJ Dr
1.9E+11,12/1/19 14:20,Theft,Refer To COPR,1050 McKinley Place Dr
1.9E+11,12/1/19 15:50,Accident - Minor,Blue Form Issue,1900blk River Rd
1.9E+11,12/1/19 16:25,Burglary - Vehicle,Report,641 E Hopkins St
1.9E+11,12/1/19 17:34,Theft,Arrest,3939 S IH 35
1.9E+11,12/1/19 17:49,Theft,Citation Issued,3939 S IH 35
1.9E+11,12/1/19 18:51,Disturbance - Noise,Verbal Warning,100blk Kingwood St
1.9E+11,12/1/19 18:53,Disturbance - Noise,Verbal Warning,1019 Sand Post Pl
1.9E+11,12/1/19 19:08,Welfare Concern,Ref oth Agncy,300 S Stagecoach Trl
1.9E+11,12/1/19 19:09,911 Abon/Misdial/Open,TDD Challenged,137631 NW SECTOR - VERIZON WIRELESSON WI
1.9E+11,12/1/19 22:05,Trespassing/Unwanted,Warning,1504 Aquarena Springs Dr
1.9E+11,12/1/19 22:14,Assist Animal Control,Report,1629 Post Rd
1.9E+11,12/1/19 23:31,Information,Detention Juv,1506 S IH 35
1.9E+11,12/1/19 23:31,Disturbance - Phys/Fight,Arrest,215 Ramsay St
1.9E+11,12/2/19 7:51,Accident - Major/Injury,Blue Form Issue,1300 Hwy 123
1.9E+11,12/2/19 8:05,Accident - Unknown,Report,Wonder World Dr/Stagecoach Trl
1.9E+11,12/2/19 8:21,911 Abon/Misdial/Open,TDD Challenged,AXL04114 S SECTOR - AT&T MOBILITYOBILITY
1.9E+11,12/2/19 8:34,Accident - Unknown,Report,Short St/E Hopkins St
1.9E+11,12/2/19 8:48,911 Abon/Misdial/Open,TDD Challenged,211 GROVE ST - SE Sectortor
