Incident_Nr,TimeReported,Activity,Disposition,Location
1.8E+11,11/29/18 8:47,Sexual Assault - Child,Report,400 Blk Roosevelt St
1.8E+11,11/29/18 9:09,Mental Health Invest,Report,1200 N Bishop St
1.8E+11,11/29/18 10:55,Accident - Minor,Blue Form Issue,E Hopkins St/Riverside Dr
1.8E+11,11/29/18 11:02,Mental Health Invest,Report,1638 Post Rd
1.8E+11,11/29/18 14:47,Welfare Concern,Arrest,110 E MLK Dr
1.8E+11,11/29/18 15:14,Accident - Minor,Blue Form Issue,1415 Craddock Ave
1.8E+11,11/29/18 15:39,Viol City Ordinance,Warning,River Rd/Hwy 80
1.8E+11,11/29/18 15:47,Viol City Ordinance,Verbal Warning,River Rd/Hwy 80
1.8E+11,11/29/18 15:57,Viol City Ordinance,Verbal Warning,1015 Hwy 80
1.8E+11,11/29/18 16:33,Missing Person - Recover,Detention Juv,641 E Hopkins St
1.8E+11,11/29/18 18:02,Sexual Assault,Report,2300 S IH 35
1.8E+11,11/29/18 20:07,Assault,Report,1301 Wonder World Dr
1.8E+11,11/29/18 21:10,Accident - Hit and Run,Blue Form Issue,Aquarena Springs Dr/Warden Ln
1.8E+11,11/29/18 22:17,Disturbance - Phys/Fight,Arrest,1805 Aquarena Springs Dr
1.8E+11,11/29/18 23:51,Disturbance - Phys/Fight,Verbal Warning,350 North St
1.8E+11,11/30/18 1:59,Welfare Concern,Arrest,126 S Guadalupe St
1.8E+11,11/30/18 2:25,Investigation,Arrest,1254 W Hopkins St
1.8E+11,11/30/18 2:27,Suicidal Person,Arrest,2805 Hunter Rd
1.8E+11,11/30/18 2:39,Trespassing/Unwanted,Citation Issued,170 Charles Austin Dr
1.8E+11,11/30/18 3:25,Disturbance - Noise,Verbal Warning,1415 Craddock Ave
1.8E+11,11/30/18 7:04,Theft,Report,Mckie St/W Access Rd
1.8E+11,11/30/18 7:46,Burglary - Building,Report,1301 Wonder World Dr
1.8E+11,11/30/18 8:35,Criminal Mischief,Refer To COPR,225 W Hopkins St
1.8E+11,11/30/18 8:37,Accident - Minor,Report,1400blk River Rd
1.8E+11,11/30/18 10:30,Criminal Mischief,Report,1112 Faris St
1.8E+11,11/30/18 10:36,Disturbance - Noise,Verbal Warning,100 Linda Dr
1.8E+11,11/30/18 11:33,Animal Call,Ref oth Agncy,600blk S C M Allen Pkwy
1.8E+11,11/30/18 12:09,Burglary - Building,Citation Issued,2212 N IH 35
1.8E+11,11/30/18 12:18,Fraud,Report,2300 S IH 35
1.8E+11,11/30/18 13:04,Property - Lost/Found/Imp,Report,2300 S IH 35
1.8E+11,11/30/18 14:07,Accident - Unknown,Report,Wonder World Dr/Sadler Dr
1.8E+11,11/30/18 14:07,Theft,Report,1050 McKinley Place Dr
1.8E+11,11/30/18 14:18,Accident - Minor,Report,700blk E Hopkins St
1.8E+11,11/30/18 14:55,Assist EMS,Report,904 Craddock Ave
1.8E+11,11/30/18 15:07,Solicitors,Verbal Warning,2213 S IH 35
1.8E+11,11/30/18 15:13,Narcotics/Information,Report,1600 N IH 35
1.8E+11,11/30/18 15:36,Accident - Minor,Blue Form Issue,336 W Hopkins St
1.8E+11,11/30/18 16:32,Credit/Debit Abuse,Report,2300 S IH 35
1.8E+11,11/30/18 16:48,Burglary - Habitation,Report,503 Teron Dr
1.8E+11,11/30/18 17:41,Trespassing/Unwanted,Citation Issued,1015 Hwy 80
1.8E+11,11/30/18 17:42,Accident - Minor,Report,Aquarena Springs Dr/Charles Austin St
1.8E+11,11/30/18 17:51,Accident - Unknown,Report,1700BLK S IH 35
1.8E+11,11/30/18 18:13,Accident - Minor,Blue Form Issue,1004 Hwy 123
1.8E+11,11/30/18 18:39,Accident - Minor,Report,1700BLK S IH 35
1.8E+11,11/30/18 18:39,Accident - Minor,Accident Report,199 SB
1.8E+11,11/30/18 19:02,Accident - Minor,Blue Form Issue,W Wonder World Dr/Craddock Ave
1.8E+11,11/30/18 19:11,Accident - Unknown,Report,Staples Rd/Saltillo St
1.8E+11,11/30/18 19:28,Welfare Concern,Ref oth Agncy,479 Bridlewood Dr
1.8E+11,11/30/18 19:42,Suicidal Person,Report,213 Pat Garrison St
1.8E+11,11/30/18 20:22,Accident - Unknown,Ref oth Agncy,Hwy 123/Beback Inn
1.8E+11,11/30/18 20:25,Trespassing/Unwanted,Citation Issued,S C M Allen Pkwy/E San Antonio St
1.8E+11,11/30/18 20:31,Accident - Minor,Blue Form Issue,2041 S IH 35
1.8E+11,11/30/18 20:32,Accident - Unknown,Blue Form Issue,208 NB
1.8E+11,11/30/18 21:00,Runaway,Detention Juv,345 Champions Blvd
1.8E+11,11/30/18 23:02,Pedestrian Stop,Verbal Warning,116 S Edward Gary St
1.8E+11,11/30/18 23:10,Disturbance - Phys/Fight,Arrest,1503 Franklin Dr
1.8E+11,11/30/18 23:30,Attempt to Locate,Ref oth Agncy,205 NB
1.8E+11,11/30/18 23:31,Disturbance - Noise,Verbal Warning,1350 N LBJ Dr
1.8E+11,11/30/18 23:44,Pedestrian Stop,Verbal Warning,Cheatham St/McGehee St
1.8E+11,11/30/18 23:50,Disturbance - Noise,Verbal Warning,800 N LBJ Dr
1.8E+11,12/1/18 0:28,Disturbance - Noise,Verbal Warning,903 Sagewood Trl
1.8E+11,12/1/18 0:30,Pedestrian Stop,Verbal Warning,1000blk Conway Dr
1.8E+11,12/1/18 1:26,Disturbance - Phys/Fight,Arrest,126 S Guadalupe St
1.8E+11,12/1/18 1:44,Disturbance - Noise,Verbal Warning,212 Orchard St
1.8E+11,12/1/18 1:54,Assault,Arrest,126 S Guadalupe St
1.8E+11,12/1/18 2:14,Accident - Minor,Report,205 NB
1.8E+11,12/1/18 2:20,Disturbance - Phys/Fight,Arrest,133 W San Antonio St
1.8E+11,12/1/18 2:42,Viol City Ordinance,Citation Issued,111 E San Antonio St
1.8E+11,12/1/18 3:19,Disturbance - Noise,Verbal Warning,800 N LBJ Dr
1.8E+11,12/1/18 3:43,Accident - Hit and Run,Blue Form Issue,1101 E River Ridge Pkwy
1.8E+11,12/1/18 4:01,Alcohol Violation,Verbal Warning,1111 Avalon Ave
1.8E+11,12/1/18 4:29,Suspicious Circumstances,Arrest,1900 Aquarena Springs Dr
1.8E+11,12/1/18 7:47,Attempt to Locate,Ref oth Agncy,208 NB
1.8E+11,12/1/18 8:54,Suspicious Person,Ref oth Agncy,2300 Post Rd
1.8E+11,12/1/18 9:22,Accident - Hit and Run,Blue Form Issue,1332 N IH 35
1.8E+11,12/1/18 10:08,Accident - Minor,Blue Form Issue,Wonder World Dr/W Access Rd
1.8E+11,12/1/18 10:12,Civil Standby,Ref oth Agncy,1101 Hwy 123
1.8E+11,12/1/18 10:46,Vehicle Theft,Report,2300 S IH 35
1.8E+11,12/1/18 10:54,Barking Dog,Ref oth Agncy,1509 Allen St
1.8E+11,12/1/18 10:57,Suspicious Person,Report,E Access Rd/Black Pipe
1.8E+11,12/1/18 12:07,Accident - Minor,Blue Form Issue,E Hopkins St/N C M Allen Pkwy
1.8E+11,12/1/18 12:09,Accident - Minor,Report,River Rd/Bugg Ln
1.8E+11,12/1/18 13:56,Burglary - Vehicle,Report,1350 Leah Ave
1.8E+11,12/1/18 14:02,Theft,Ref oth Agncy,1900 Aquarena Springs Dr
1.8E+11,12/1/18 14:52,Attempt to Locate,Arrest,641 E Hopkins St
1.8E+11,12/1/18 14:57,Attempt to Locate,Ref oth Agncy,210 SB
1.8E+11,12/1/18 15:41,Accident - Hit and Run,Blue Form Issue,1050 McKinley Place Dr
1.8E+11,12/1/18 16:28,Disturbance - Noise,Verbal Warning,503 Uhland Rd
1.8E+11,12/1/18 16:32,Theft,Report,3939 S IH 35
1.8E+11,12/1/18 17:50,Accident - Major/Injury,Blue Form Issue,2990 S IH 35
1.8E+11,12/1/18 20:13,Death Investigation,Report,1321 N IH 35
1.8E+11,12/1/18 20:36,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,12/1/18 21:25,Mental Health Invest,Report,1354 Thorpe Ln
1.8E+11,12/1/18 21:44,Discharged Firearm,Citation Issued,426 Linda Dr
1.8E+11,12/1/18 22:32,Disturbance - Noise,Verbal Warning,415 Burleson St
1.8E+11,12/1/18 23:18,Burglary - Habitation,Report,1111 Avalon Ave
1.8E+11,12/1/18 23:29,Welfare Concern,Report,1703 N IH 35
1.8E+11,12/2/18 0:20,Accident - Minor,Arrest,1200blk Aquarena Springs Dr
1.8E+11,12/2/18 1:29,Assist EMS,Verbal Warning,512 Craddock Ave
1.8E+11,12/2/18 1:55,Sexual Assault,Report,1500 Blk S IH 35
1.8E+11,12/2/18 2:20,Disturbance - Verbal,Report,138 S LBJ Dr
1.8E+11,12/2/18 2:20,Disturbance - Noise,Verbal Warning,1655 Mill St
1.8E+11,12/2/18 2:31,Narcotics/Information,Arrest,339 N Guadalupe St
1.8E+11,12/2/18 3:21,Trespassing/Unwanted,Citation Issued,206 N C M Allen Pkwy
1.8E+11,12/2/18 3:30,Viol City Ordinance,Verbal Warning,625 E Hopkins St
1.8E+11,12/2/18 3:32,Accident - Minor,Arrest,Post Rd/Spring Rd
1.8E+11,12/2/18 4:58,Suspicious Circumstances,Arrest,1015 Hwy 80
1.8E+11,12/2/18 5:33,Disturbance - Verbal,Verbal Warning,1655 Mill St
1.8E+11,12/2/18 5:49,Disturbance - Phys/Fight,Arrest,42 Clark Ave
1.8E+11,12/2/18 6:23,Disturbance - Verbal,Arrest,1011 Wonder World Dr
1.8E+11,12/2/18 8:43,Burglary - Vehicle,Report,1250 N IH 35
1.8E+11,12/2/18 9:01,Assist EMS,Report,1101 E River Ridge Pkwy
1.8E+11,12/2/18 9:51,Burglary - Vehicle,Blue Form Issue,1053 Clovis Barker Rd
1.8E+11,12/2/18 10:48,Accident - Minor,Blue Form Issue,2745 Hunter Rd
1.8E+11,12/2/18 11:35,Assault - Aggravated,Arrest,201 SB
1.8E+11,12/2/18 12:53,Accident - Major/Injury,Report,1500blk Aquarena Springs Dr
1.8E+11,12/2/18 13:21,Assault - Aggravated,Arrest,1310 Advance St
1.8E+11,12/2/18 15:14,Accident - Major/Injury,Report,210 NB
1.8E+11,12/2/18 15:45,Criminal Mischief,Report,4015 S Ih 35
1.8E+11,12/2/18 15:53,Suspicious Vehicle,Red Tagged,W Access Rd/Yarrington Rd
1.8E+11,12/2/18 16:02,Accident - Minor,Blue Form Issue,210 E Access Rd
1.8E+11,12/2/18 16:05,Criminal Mischief,Refer To COPR,124 W Hopkins St
1.8E+11,12/2/18 16:26,Accident - Minor,Blue Form Issue,1000blk Hwy 123
1.8E+11,12/2/18 17:45,Accident - Major/Injury,Report,Aquarena Springs Dr/E Sessom Dr
1.8E+11,12/2/18 20:07,Theft,Refer To COPR,4015 S IH 35
1.8E+11,12/2/18 20:59,Theft,Report,303 Camacho St
1.8E+11,12/2/18 22:13,Welfare Concern,Arrest,508 Franklin Dr
1.8E+11,12/2/18 22:56,Accident - Minor,Report,Cheatham St/S C M Allen Pkwy
1.8E+11,12/2/18 23:58,Accident - Minor,Arrest,4040 S IH 35
1.8E+11,12/3/18 0:19,Theft,Ref oth Agncy,903 N IH 35
1.8E+11,12/3/18 0:47,Welfare Concern,Arrest,650 E Hopkins St
1.8E+11,12/3/18 3:48,Welfare Concern,Arrest,Armstrong St/Macarthur St
1.8E+11,12/3/18 6:03,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,12/3/18 7:05,Attempt to Locate,Ref oth Agncy,210 NB
1.8E+11,12/3/18 8:10,Criminal Mischief,Refer To COPR,117 Coers Dr
1.8E+11,12/3/18 10:34,Death Investigation,Report,2600 Hunter Rd
1.8E+11,12/3/18 10:45,Criminal Mischief,Refer To COPR,315 N LBJ Dr
1.8E+11,12/3/18 11:46,Attempt to Locate,Ref oth Agncy,204 NB
1.8E+11,12/3/18 12:02,Attempt to Locate,Ref oth Agncy,W Access Rd/Aquarena Springs Dr
1.8E+11,12/3/18 12:31,Identity Theft,Report,618 Silo St
1.8E+11,12/3/18 12:34,Accident - Minor,Report,917 Hwy 80
1.8E+11,12/3/18 13:23,Mental Health Invest,Report,323 W Holland St
1.8E+11,12/3/18 13:38,Criminal Mischief,Report,1629 Post Rd
1.8E+11,12/3/18 13:53,Credit/Debit Abuse,Ref oth Agncy,2300 S IH 35
1.8E+11,12/3/18 14:04,Accident - Hit and Run,Blue Form Issue,2216 S IH 35
1.8E+11,12/3/18 14:15,Burglary - Vehicle,Refer To COPR,1415 Craddock Ave
1.8E+11,12/3/18 17:30,Attempt to Locate,Ref oth Agncy,Yarrington Rd/W Access Rd
1.8E+11,12/3/18 18:23,Runaway,Report,1015 Hwy 80
1.8E+11,12/3/18 18:45,Mental Health Invest,Report,1106 N IH 35
1.8E+11,12/3/18 21:09,Disturbance - Phys/Fight,Arrest,1101 Leah Ave
1.8E+11,12/3/18 21:26,Public Lewdness,Citation Issued,208 Uhland Rd
1.8E+11,12/3/18 21:54,Accident - Minor,Report,E Hopkins St/W Access Rd
1.8E+11,12/3/18 23:44,Attempt to Locate,Report,Craddock Ave/N Bishop St
1.8E+11,12/4/18 2:03,Assist EMS,Arrest,1202 Gravel St
1.8E+11,12/4/18 3:53,Attempt to Locate,Citation Issued,201 SB
1.8E+11,12/4/18 5:06,Burglary - Vehicle,Report,1754 River Rd
1.8E+11,12/4/18 8:03,Burglary - Vehicle,Refer To COPR,1400 Clarewood Dr
1.8E+11,12/4/18 8:15,Accident - Minor,Report,Thorpe Ln/Aquarena Springs Dr
1.8E+11,12/4/18 8:50,Accident - Minor,Report,1207 N IH 35
1.8E+11,12/4/18 9:46,Fraud,Report,2300 S IH 35
1.8E+11,12/4/18 10:16,Trespassing/Unwanted,Warning,2131 N IH 35
1.8E+11,12/4/18 10:44,Recovered Stolen Vehicle,Ref oth Agncy,2300 S IH 35
1.8E+11,12/4/18 11:45,Burglary - Vehicle,Refer To COPR,421 W San Antonio St
1.8E+11,12/4/18 12:01,Burglary - Vehicle,Refer To COPR,1400 Clarewood Dr
1.8E+11,12/4/18 12:37,Accident - Minor,Blue Form Issue,200blk E Sessom Dr
1.8E+11,12/4/18 12:38,Theft,Report,306 Mossycup Dr
1.8E+11,12/4/18 13:02,Marijuana,Detention Juv,301 Foxtail Run
1.8E+11,12/4/18 14:18,Accident - Hit and Run,Blue Form Issue,1941 S IH 35
1.8E+11,12/4/18 14:30,Burglary - Vehicle,Report,2105 River Rd
1.8E+11,12/4/18 15:15,Fraud,Report,2300 S IH 35
1.8E+11,12/4/18 15:21,Harassment,Refer To COPR,2300 S IH 35
1.8E+11,12/4/18 15:26,Threat,Report,2300 S IH 35
1.8E+11,12/4/18 15:44,Mental Health Invest,Report,1200 N Bishop St
1.8E+11,12/4/18 16:56,Accident - Major/Injury,Report,W San Antonio St/Comanche St
1.8E+11,12/4/18 16:58,Accident - Major/Injury,Blue Form Issue,4015 S IH 35
1.8E+11,12/4/18 17:37,Accident - Minor,Blue Form Issue,204 Moore St
1.8E+11,12/4/18 17:52,Runaway,Report,2913 Hunter Rd
1.8E+11,12/4/18 20:47,Accident - Minor,Report,201 SB
1.8E+11,12/4/18 21:14,Trespassing/Unwanted,Arrest,210 N Edward Gary St
1.8E+11,12/4/18 23:16,Accident - Major/Injury,Report,Aquarena Springs Dr/Thorpe Ln
1.8E+11,12/4/18 23:41,Viol City Ordinance,Verbal Warning,1108 N IH 35
1.8E+11,12/5/18 0:00,Investigation,Citation Issued,138 N LBJ Dr
1.8E+11,12/5/18 1:41,Welfare Concern,Arrest,111 E Hopkins St
1.8E+11,12/5/18 2:04,Property - Lost/Found/Imp,Report,126 S Guadalupe St
1.8E+11,12/5/18 3:23,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,12/5/18 4:01,Disturbance - Noise,Verbal Warning,650 River Rd
1.8E+11,12/5/18 5:49,Attempt to Locate,Ref oth Agncy,5065 N SECTOR - AT&T MOBILITYOBILITY
1.8E+11,12/5/18 7:00,Vehicle Theft,Report,1111 Avalon Ave
1.8E+11,12/5/18 8:14,Accident - Minor,Blue Form Issue,1400blk Post Rd
1.8E+11,12/5/18 10:31,Criminal Mischief,Report,1360 Thorpe Ln
1.8E+11,12/5/18 10:36,Impersonating LE Officer,Report,2300 S IH 35
1.8E+11,12/5/18 10:52,Disturbance - Verbal,Multiple Arrest,1975 Aquarena Springs Dr
1.8E+11,12/5/18 11:28,Supplement,Refer To COPR,
1.8E+11,12/5/18 11:33,Accident - Minor,Blue Form Issue,2211 S IH 35
1.8E+11,12/5/18 11:55,Suspicious Person,Report,602 Blanco St
1.8E+11,12/5/18 12:01,Wanted Person,Arrest,1975 Aquarena Springs Dr
1.8E+11,12/5/18 12:17,Accident - Major/Injury,Report,Aquarena Springs Dr/Eastwood St
1.8E+11,12/5/18 12:17,Accident - Major/Injury,Arrest,Craddock Ave/Lancaster St
1.8E+11,12/5/18 13:09,Viol City Ordinance,Verbal Warning,1103 Hwy 80
1.8E+11,12/5/18 13:47,Recovered Stolen Vehicle,Report,101 Uhland Rd
1.8E+11,12/5/18 14:30,Accident - Major/Injury,Report,210 NB
1.8E+11,12/5/18 15:02,Accident - Minor,Blue Form Issue,1617 Aquarena Springs Dr
1.8E+11,12/5/18 15:03,Assault,Report,2300 S IH 35
1.8E+11,12/5/18 16:07,Disturbance - Noise,Warning,800 N LBJ Dr
1.8E+11,12/5/18 16:31,Assault,Report,1111 Avalon Ave
1.8E+11,12/5/18 17:22,Accident - Minor,Report,Clara St/Belvin St
1.8E+11,12/5/18 17:32,Child Custody,Arrest,646 Foxtail Run
1.8E+11,12/5/18 19:14,Accident - Hit and Run,Report,205 NB
1.8E+11,12/5/18 20:34,Trespassing/Unwanted,Arrest,222 Ramsay St
1.8E+11,12/5/18 20:57,Assault - Aggravated,Report,170 Charles Austin Drive
1.8E+11,12/5/18 22:46,Burglary - Habitation,Report,1805 Aquarena Springs Dr
1.8E+11,12/6/18 0:00,Disturbance - Phys/Fight,Warning,141 E Hopkins St
1.8E+11,12/6/18 1:06,Suspicious Circumstances,Arrest,1117 San Marcos Pkwy
1.8E+11,12/6/18 1:32,Attempt to Locate,Ref oth Agncy,201 NB
1.8E+11,12/6/18 1:45,Public Intoxication,Arrest,120 E San Antonio St
1.8E+11,12/6/18 2:10,Criminal Mischief,Refer To COPR,722 Silo St
1.8E+11,12/6/18 6:03,Burglary - Vehicle,Report,243 Wonder World
1.8E+11,12/6/18 6:55,Trespassing/Unwanted,Ref oth Agncy,2507 N IH 35
1.8E+11,12/6/18 7:37,Accident - Major/Injury,Report,Wonder World Dr/Leah Ave
1.8E+11,12/6/18 8:44,Accident - Minor,Report,2041 S IH 35
1.8E+11,12/6/18 8:50,Burglary - Building,Report,900 Bugg Ln
1.8E+11,12/6/18 9:55,Assault,Report,1117 San Marcos Pkwy
1.8E+11,12/6/18 10:02,Accident - Minor,Blue Form Issue,3500blk Hwy 21
1.8E+11,12/6/18 10:07,Loose Livestock,Ref oth Agncy,Hwy 21/Newberry Trl
1.8E+11,12/6/18 10:12,Credit/Debit Abuse,Report,707 Bracewood Cir
1.8E+11,12/6/18 10:25,Solicitors,Verbal Warning,E Hopkins St/W Access Rd
1.8E+11,12/6/18 10:42,Burglary - Vehicle,Report,1121 Debbie Ct
1.8E+11,12/6/18 10:53,Burglary - Habitation,Report,1701 Mill St
1.8E+11,12/6/18 11:14,Forgery,Report,2300 S IH 35
1.8E+11,12/6/18 11:41,Fraud,Report,2300 S IH 35
1.8E+11,12/6/18 11:51,Accident - Hit and Run,Blue Form Issue,917 N IH 35
1.8E+11,12/6/18 12:03,Accident - Minor,Blue Form Issue,W Hopkins St/N Bishop St
1.8E+11,12/6/18 12:45,Suspicious Vehicle,Report,1400blk Prospect St
1.8E+11,12/6/18 12:59,Burglary - Vehicle,Report,3941 S IH 35
1.8E+11,12/6/18 13:05,Investigation,Report,301 Foxtail Run
1.8E+11,12/6/18 13:05,Accident - Minor,Blue Form Issue,900blk Peques St
1.8E+11,12/6/18 13:43,Burglary - Vehicle,Report,1303 S IH 35
1.8E+11,12/6/18 14:06,Suicidal Person,Report,807 Hazelton St
1.8E+11,12/6/18 14:15,Accident - Minor,Blue Form Issue,1701 Mill St
1.8E+11,12/6/18 14:38,Accident - Minor,Blue Form Issue,E Hopkins St/N Guadalupe St
1.8E+11,12/6/18 16:01,Wanted Person,Multiple Arrest,600 Barnes Dr
1.8E+11,12/6/18 16:34,Accident - Major/Injury,Blue Form Issue,204 SB
1.8E+11,12/6/18 16:36,Accident - Hit and Run,Blue Form Issue,EXIT 204A SB
1.8E+11,12/6/18 17:12,Theft,Citation Issued,700 Barnes Dr
1.8E+11,12/6/18 17:34,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,12/6/18 17:40,Accident - Minor,Blue Form Issue,817 N IH 35
1.8E+11,12/6/18 17:52,Accident - Unknown,Arrest,W Access Rd/Springtown Way
1.8E+11,12/6/18 17:55,Accident - Minor,Blue Form Issue,801 N IH 35
1.8E+11,12/6/18 18:05,Vehicle Theft,Arrest,1360 Thorpe Ln
1.8E+11,12/6/18 20:10,Theft,Arrest,641 E Hopkins St
1.8E+11,12/6/18 21:08,Theft,Arrest,1951 Aquarena Springs Dr
1.8E+11,12/6/18 22:49,Attempt to Locate,Ref oth Agncy,202 NB
1.8E+11,12/6/18 23:41,Investigation,Multiple Arrest,University Dr/Crosswalk
1.8E+11,12/6/18 23:44,Disturbance - Noise,Verbal Warning,1655 Mill St
1.8E+11,12/7/18 0:25,Accident - Unknown,Report,Chestnut St/E Holland St
1.8E+11,12/7/18 0:46,Accident - Major/Injury,Report,N LBJ Dr/E Hopkins St
1.8E+11,12/7/18 1:32,Pedestrian Stop,Arrest,N LBJ Dr/E San Antonio St
1.8E+11,12/7/18 2:00,Investigation,Report,120 E San Antonio St
1.8E+11,12/7/18 2:02,Disturbance - Phys/Fight,Arrest,201 Telluride St
1.8E+11,12/7/18 3:43,Accident - Major/Injury,Report,Commercial Lp/W Access Rd
1.8E+11,12/7/18 6:58,Accident - Unknown,Report,206 SB
1.8E+11,12/7/18 8:19,Burglary - Vehicle,Report,1101 E River Ridge Pkwy
1.8E+11,12/7/18 9:41,Credit/Debit Abuse,Report,2300 S IH 35
1.8E+11,12/7/18 12:34,Directed/Area Enforcement,Warning,1200blk W Hopkins St
1.8E+11,12/7/18 13:20,Inj to Child/Eld/Disabled,Ref oth Agncy,1600 N IH 35
1.8E+11,12/7/18 14:04,Accident - Unknown,Blue Form Issue,204 SB
1.8E+11,12/7/18 14:16,Accident - Minor,Arrest,1800blk N IH 35
1.8E+11,12/7/18 14:17,Criminal Mischief,Refer To COPR,2300 S IH 35
1.8E+11,12/7/18 15:06,Theft,Refer To COPR,4015 S IH 35
1.8E+11,12/7/18 15:09,Theft,Citation Issued,1015 Hwy 80
1.8E+11,12/7/18 15:16,Accident - Minor,Report,1354 Thorpe Ln
1.8E+11,12/7/18 16:34,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,12/7/18 16:38,Disturbance - Phys/Fight,Arrest,1650 River Rd
1.8E+11,12/7/18 17:20,Attempt to Locate,Ref oth Agncy,208 NB
1.8E+11,12/7/18 17:34,Accident - Minor,Blue Form Issue,W Access Rd/River Ridge Pkwy
1.8E+11,12/7/18 19:46,Accident - Minor,Blue Form Issue,1700blk River Rd
1.8E+11,12/7/18 20:42,Welfare Concern,Arrest,101 Linda Dr
1.8E+11,12/7/18 21:20,Accident - Unknown,Report,204 NB
1.8E+11,12/7/18 21:42,Accident - Minor,Blue Form Issue,1525 Aquarena Springs Dr
1.8E+11,12/7/18 21:46,Accident - Minor,Blue Form Issue,730 E Hopkins St
1.8E+11,12/7/18 22:30,Disturbance - Noise,Verbal Warning,401 N Fredericksburg St
1.8E+11,12/8/18 0:23,Disturbance - Noise,Arrest,512 Craddock Ave
1.8E+11,12/8/18 0:30,Disturbance - Noise,Verbal Warning,1111 Avalon Ave
1.8E+11,12/8/18 0:30,Accident - Minor,Blue Form Issue,336 W Hopkins St
1.8E+11,12/8/18 0:32,Welfare Concern,Arrest,Kissing Tree Ln/W Centerpoint Rd
1.8E+11,12/8/18 1:08,Attempt to Locate,Citation Issued,205 NB
1.8E+11,12/8/18 1:28,Alcohol Violation,Verbal Warning,100 N Guadalupe St
1.8E+11,12/8/18 2:08,Burglary - Habitation,Arrest,323 Mariposa St
1.8E+11,12/8/18 2:47,Mental Health Invest,Ref oth Agncy,1301 Wonder World Dr
1.8E+11,12/8/18 3:11,Disturbance - Noise,Verbal Warning,2059 Lisa Ln
1.8E+11,12/8/18 5:57,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,12/8/18 9:09,Accident - Major/Injury,Blue Form Issue,Craddock Ave/W Wonder World Dr
1.8E+11,12/8/18 9:37,Suspicious Vehicle,Report,210 Capistrano Dr
1.8E+11,12/8/18 9:44,Criminal Mischief,Report,133 W San Antonio St
1.8E+11,12/8/18 11:59,Accident - Minor,Blue Form Issue,1000blk Hwy 123
1.8E+11,12/8/18 12:02,Accident - Major/Injury,Report,North St/W Hopkins St
1.8E+11,12/8/18 12:40,Theft,Arrest,933 Hwy 80
1.8E+11,12/8/18 12:54,Viol City Ordinance,Verbal Warning,1209 Crystal River Pkwy
1.8E+11,12/8/18 13:07,Trespassing/Unwanted,Warning,Bliss Ln/Conway Dr
1.8E+11,12/8/18 13:39,Accident - Minor,Blue Form Issue,Patton St/W Access Rd
1.8E+11,12/8/18 13:49,Accident - Hit and Run,Blue Form Issue,1415 Craddock Ave
1.8E+11,12/8/18 14:50,Theft,Arrest,700 Barnes Dr
1.8E+11,12/8/18 16:13,Accident - Major/Injury,Report,204 SB
1.8E+11,12/8/18 16:52,Property - Lost/Found/Imp,Ref oth Agncy,1015 Hwy 80
1.8E+11,12/8/18 16:57,Theft,Refer To COPR,510 Barnes Dr
1.8E+11,12/8/18 18:00,Mental Health Invest,Report,1811 Medical Pkwy
1.8E+11,12/8/18 18:07,Disturbance - Noise,Verbal Warning,1250 Sadler Dr
1.8E+11,12/8/18 19:01,Accident - Minor,Report,198 SB
1.8E+11,12/8/18 19:43,Suicidal Person,Report,1805 Aquarena Springs Dr
1.8E+11,12/8/18 23:08,Assist Outside Agency,Info. Report,Rr 12/Pioneer Trl
1.8E+11,12/8/18 23:35,Investigation,Citation Issued,141 E Hopkins St
1.8E+11,12/9/18 0:40,Investigation,Citation Issued,120 E San Antonio St
1.8E+11,12/9/18 0:44,Disturbance - Noise,Verbal Warning,201 Telluride St
1.8E+11,12/9/18 0:49,Alcohol Violation,Citation Issued,120 E San Antonio St
1.8E+11,12/9/18 0:57,Runaway,Report,641 E Hopkins St
1.8E+11,12/9/18 1:02,Disturbance - Noise,Verbal Warning,301 Telluride St
1.8E+11,12/9/18 1:14,Disturbance - Noise,Verbal Warning,1410 N LBJ Dr
1.8E+11,12/9/18 1:28,Criminal Mischief,Arrest,650 River Rd
1.8E+11,12/9/18 1:44,Disturbance - Verbal,Arrest,100 W Hopkins St
1.8E+11,12/9/18 2:05,Disturbance - Verbal,Arrest,126 S Guadalupe St
1.8E+11,12/9/18 2:26,Public Intoxication,Arrest,100blk S Guadalupe St
1.8E+11,12/9/18 3:00,Disturbance - Noise,Verbal Warning,1107 Chestnut St
1.8E+11,12/9/18 3:43,Burglary - Building,Report,730 E Hopkins St
1.8E+11,12/9/18 10:36,Accident - Major/Injury,Report,Blanco Vista Blvd/Royal Oak Blvd
1.8E+11,12/9/18 13:51,Suspicious Person,Verbal Warning,E Access Rd/Blanco River
1.8E+11,12/9/18 17:08,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,12/9/18 17:46,Theft,Multiple Arrest,641 E Hopkins St
